# 46734 Magong 2025-07-25 12Z (Start time 7/25/2025 11:34:55 AM), 1-s data
# Height(gpm),P(hPa),T(C),U(%),WS(m/s),WD(deg)
6090,484.6,-1.5,45.5,6.9,68.9
6095,484.3,-1.4,41.0,7.0,69.4
6099,484.0,-1.4,40.2,7.1,69.9
6104,483.7,-1.4,40.9,7.2,70.3
6109,483.4,-1.5,41.3,7.4,70.7
6113,483.2,-1.5,40.7,7.5,71.0
6118,482.9,-1.5,39.7,7.6,71.3
6122,482.6,-1.5,38.8,7.6,71.6
6127,482.3,-1.6,37.8,7.7,71.8
6132,482.0,-1.6,36.4,7.8,72.0
6137,481.7,-1.6,34.8,7.8,72.2
6141,481.4,-1.6,33.9,7.9,72.3
6146,481.1,-1.6,34.0,7.9,72.4
6152,480.8,-1.6,34.8,7.9,72.5
6157,480.5,-1.7,35.5,7.9,72.5
6162,480.2,-1.7,35.8,7.9,72.6
6167,479.9,-1.8,35.8,7.9,72.5
6173,479.6,-1.8,35.7,7.9,72.5
6178,479.2,-1.9,35.7,7.9,72.4
6183,478.9,-1.9,35.9,7.8,72.3
6188,478.6,-2.0,36.2,7.8,72.2
6193,478.3,-2.0,36.4,7.8,72.1
6198,478.0,-2.0,36.7,7.7,71.9
6203,477.7,-2.1,36.9,7.7,71.7
6208,477.4,-2.1,37.0,7.7,71.5
6214,477.1,-2.2,37.2,7.6,71.3
6219,476.8,-2.2,37.9,7.6,71.1
6224,476.5,-2.3,39.3,7.5,70.9
6229,476.2,-2.3,40.8,7.5,70.6
6234,475.9,-2.4,42.1,7.5,70.4
6239,475.6,-2.4,43.2,7.4,70.2
6243,475.3,-2.4,44.6,7.4,70.0
6248,475.0,-2.5,46.3,7.4,69.8
6253,474.8,-2.5,48.4,7.3,69.6
6257,474.5,-2.5,50.6,7.3,69.5
6261,474.2,-2.5,52.6,7.3,69.4
6266,474.0,-2.5,54.4,7.2,69.3
6270,473.7,-2.6,56.1,7.2,69.2
6274,473.5,-2.6,57.5,7.2,69.2
6278,473.2,-2.6,58.1,7.1,69.2
6282,473.0,-2.6,58.3,7.1,69.2
6286,472.8,-2.7,58.8,7.1,69.3
6290,472.5,-2.7,59.1,7.0,69.3
6295,472.3,-2.7,59.2,7.0,69.5
6299,472.0,-2.7,59.4,6.9,69.6
6304,471.7,-2.8,59.8,6.9,69.8
6308,471.4,-2.8,60.1,6.8,69.9
6313,471.1,-2.9,60.6,6.8,70.1
6318,470.9,-2.9,61.1,6.7,70.3
6323,470.6,-3.0,61.6,6.6,70.5
6328,470.3,-3.0,61.9,6.6,70.7
6333,470.0,-3.1,62.1,6.5,70.8
6338,469.7,-3.1,62.2,6.5,71.0
6343,469.4,-3.1,62.3,6.4,71.1
6348,469.1,-3.2,62.5,6.4,71.1
6352,468.8,-3.2,62.8,6.3,71.2
6357,468.5,-3.3,63.1,6.3,71.1
6362,468.3,-3.3,63.3,6.2,71.1
6366,468.0,-3.3,63.6,6.2,70.9
6371,467.7,-3.4,63.9,6.1,70.7
6376,467.4,-3.4,64.2,6.1,70.5
6381,467.1,-3.5,64.5,6.0,70.1
6387,466.8,-3.5,64.8,6.0,69.7
6392,466.5,-3.6,65.1,5.9,69.3
6397,466.2,-3.6,65.3,5.9,68.7
6403,465.9,-3.7,65.4,5.8,68.1
6408,465.6,-3.7,65.6,5.7,67.4
6413,465.3,-3.8,65.8,5.7,66.7
6418,465.0,-3.8,66.1,5.6,65.9
6423,464.7,-3.8,66.3,5.5,65.1
6428,464.4,-3.9,66.6,5.4,64.2
6433,464.1,-3.9,66.7,5.3,63.3
6438,463.8,-4.0,66.9,5.2,62.3
6444,463.5,-4.0,67.3,5.1,61.3
6449,463.1,-4.1,67.7,5.0,60.3
6454,462.8,-4.1,68.0,4.9,59.3
6459,462.5,-4.2,68.2,4.8,58.2
6464,462.2,-4.2,68.3,4.7,57.2
6470,461.9,-4.2,68.5,4.6,56.1
6475,461.6,-4.3,68.8,4.5,55.1
6480,461.3,-4.3,69.2,4.4,54.0
6485,461.0,-4.4,69.4,4.3,53.0
6490,460.7,-4.4,69.6,4.2,52.1
6495,460.4,-4.4,69.9,4.1,51.2
6500,460.1,-4.5,70.3,4.1,50.4
6505,459.8,-4.5,70.6,4.0,49.6
6510,459.6,-4.5,70.9,3.9,48.9
6515,459.3,-4.5,71.0,3.9,48.3
6520,459.0,-4.6,71.0,3.8,47.8
6524,458.7,-4.6,71.1,3.8,47.3
6529,458.5,-4.6,71.3,3.7,47.0
6534,458.2,-4.7,71.6,3.7,46.7
6538,457.9,-4.7,71.9,3.7,46.5
6543,457.6,-4.7,72.1,3.7,46.4
6548,457.4,-4.8,72.4,3.7,46.3
6553,457.1,-4.8,72.9,3.7,46.2
6558,456.8,-4.8,73.4,3.7,46.2
6562,456.5,-4.8,74.0,3.7,46.2
6567,456.2,-4.9,74.1,3.7,46.2
6572,455.9,-4.9,73.7,3.7,46.2
6577,455.7,-4.9,73.0,3.7,46.2
6582,455.4,-4.9,72.0,3.7,46.2
6587,455.1,-5.0,70.6,3.8,46.2
6592,454.8,-5.0,69.0,3.8,46.2
6598,454.5,-5.0,67.8,3.8,46.2
6603,454.2,-5.0,67.2,3.8,46.1
6608,453.9,-5.0,66.6,3.8,46.1
6613,453.6,-5.0,65.7,3.7,46.0
6619,453.3,-5.0,64.1,3.7,45.9
6624,453.0,-5.0,62.0,3.7,45.8
6629,452.7,-5.0,59.8,3.7,45.6
6634,452.4,-4.9,58.8,3.6,45.5
6639,452.1,-4.9,60.8,3.6,45.4
6645,451.8,-4.8,62.5,3.5,45.3
6650,451.5,-4.8,61.6,3.5,45.1
6656,451.1,-4.8,60.1,3.4,45.0
6662,450.8,-4.8,59.3,3.3,44.9
6667,450.5,-4.8,59.0,3.3,44.8
6673,450.1,-4.8,58.7,3.2,44.7
6679,449.8,-4.9,58.3,3.1,44.7
6684,449.5,-4.9,57.8,3.0,44.6
6689,449.2,-4.9,57.6,2.9,44.6
6694,448.9,-5.0,57.5,2.8,44.5
6699,448.7,-5.0,57.3,2.7,44.5
6703,448.4,-5.0,57.3,2.6,44.4
6708,448.1,-5.1,57.4,2.5,44.4
6712,447.9,-5.1,57.5,2.4,44.4
6717,447.6,-5.1,57.3,2.3,44.3
6721,447.4,-5.2,57.3,2.2,44.3
6726,447.1,-5.2,57.3,2.1,44.2
6730,446.9,-5.3,57.4,2.0,44.2
6734,446.6,-5.3,57.6,1.9,44.1
6739,446.4,-5.3,57.8,1.8,44.1
6743,446.1,-5.4,57.8,1.7,44.0
6748,445.9,-5.4,57.7,1.6,44.0
6753,445.6,-5.4,57.4,1.5,43.9
6758,445.3,-5.5,56.9,1.4,43.9
6763,445.0,-5.5,56.4,1.3,43.8
6768,444.8,-5.5,55.7,1.2,43.8
6773,444.5,-5.6,55.1,1.1,43.7
6778,444.2,-5.6,54.9,1.0,43.6
6783,443.9,-5.6,55.1,0.9,43.5
6788,443.6,-5.7,55.3,0.8,43.4
6793,443.3,-5.7,55.4,0.8,43.3
6798,443.0,-5.8,55.3,0.7,43.1
6804,442.7,-5.8,55.0,0.6,42.9
6809,442.4,-5.9,54.4,0.6,42.5
6814,442.1,-5.9,53.8,0.6,41.9
6820,441.8,-5.9,53.5,0.5,41.2
6825,441.5,-6.0,53.4,0.5,40.1
6830,441.2,-6.0,53.3,0.5,38.9
6835,440.9,-6.1,52.9,0.5,37.3
6841,440.6,-6.1,52.8,0.5,35.5
6846,440.3,-6.2,52.8,0.5,33.4
6851,440.1,-6.2,52.8,0.5,31.1
6856,439.8,-6.2,52.8,0.6,28.7
6861,439.5,-6.3,52.5,0.6,26.3
6866,439.2,-6.3,51.5,0.6,24.0
6872,438.9,-6.3,50.1,0.7,21.7
6877,438.6,-6.3,48.6,0.7,19.4
6883,438.3,-6.3,47.9,0.8,17.2
6888,438.0,-6.3,47.7,0.8,15.1
6894,437.7,-6.3,47.5,0.9,13.0
6899,437.4,-6.3,47.2,0.9,11.1
6904,437.1,-6.3,47.2,1.0,9.2
6909,436.8,-6.4,47.2,1.0,7.5
6914,436.5,-6.4,47.4,1.1,5.8
6919,436.3,-6.4,47.5,1.1,4.2
6923,436.0,-6.5,47.6,1.2,2.7
6928,435.8,-6.5,47.7,1.2,1.2
6932,435.5,-6.5,48.1,1.3,359.9
6937,435.3,-6.6,48.5,1.3,358.6
6941,435.0,-6.6,48.8,1.4,357.5
6946,434.8,-6.6,48.9,1.4,356.4
6950,434.5,-6.7,49.0,1.4,355.3
6954,434.3,-6.7,49.2,1.4,354.3
6959,434.0,-6.7,49.6,1.4,353.4
6963,433.8,-6.8,50.1,1.4,352.4
6967,433.6,-6.8,50.6,1.4,351.5
6971,433.4,-6.8,51.1,1.4,350.6
6975,433.1,-6.9,51.5,1.4,349.7
6979,432.9,-6.9,51.8,1.4,348.7
6983,432.7,-6.9,52.2,1.4,347.7
6988,432.4,-7.0,52.6,1.3,346.6
6993,432.2,-7.0,53.1,1.3,345.4
6997,431.9,-7.0,54.1,1.2,344.1
7002,431.6,-7.1,55.4,1.2,342.6
7008,431.3,-7.1,56.9,1.1,340.8
7013,431.0,-7.1,58.0,1.0,338.8
7018,430.8,-7.1,58.9,1.0,336.3
7023,430.5,-7.1,59.7,0.9,333.4
7028,430.2,-7.1,60.5,0.9,329.8
7033,429.9,-7.1,61.1,0.8,325.5
7038,429.7,-7.2,61.5,0.7,320.4
7042,429.4,-7.2,62.0,0.7,314.2
7047,429.2,-7.2,62.5,0.6,307.0
7051,428.9,-7.3,62.8,0.6,298.7
7055,428.7,-7.3,63.3,0.6,289.6
7059,428.5,-7.3,63.9,0.6,280.0
7064,428.2,-7.4,64.5,0.6,270.5
7068,428.0,-7.4,65.2,0.6,261.7
7073,427.7,-7.5,65.9,0.7,253.7
7078,427.5,-7.5,66.6,0.7,246.6
7082,427.2,-7.5,67.1,0.8,240.5
7087,427.0,-7.6,67.4,0.8,235.1
7092,426.7,-7.6,67.8,0.9,230.3
7097,426.4,-7.7,68.2,1.0,226.0
7102,426.1,-7.7,68.5,1.0,222.2
7107,425.9,-7.7,68.8,1.1,218.6
7112,425.6,-7.8,69.0,1.2,215.2
7116,425.3,-7.8,69.3,1.2,211.9
7121,425.1,-7.9,69.6,1.3,208.8
7126,424.8,-7.9,69.7,1.3,205.7
7130,424.6,-7.9,69.9,1.4,202.6
7135,424.3,-7.9,70.3,1.4,199.6
7139,424.1,-8.0,70.6,1.4,196.5
7144,423.8,-8.0,71.0,1.5,193.3
7149,423.6,-8.0,71.2,1.5,190.1
7154,423.3,-8.1,71.5,1.5,186.7
7159,423.0,-8.1,71.8,1.5,183.2
7165,422.7,-8.2,71.9,1.5,179.5
7170,422.4,-8.2,72.1,1.5,175.7
7175,422.2,-8.2,72.3,1.5,171.6
7180,421.9,-8.3,72.4,1.6,167.4
7185,421.6,-8.3,72.1,1.6,163.1
7191,421.3,-8.3,71.0,1.6,158.6
7196,421.0,-8.3,69.4,1.6,154.0
7201,420.7,-8.3,68.5,1.6,149.3
7206,420.5,-8.3,68.4,1.6,144.6
7211,420.2,-8.4,67.6,1.7,140.1
7216,419.9,-8.3,65.5,1.7,135.6
7221,419.7,-8.3,62.5,1.7,131.3
7226,419.4,-8.1,60.2,1.8,127.3
7230,419.2,-8.1,59.5,1.9,123.5
7235,418.9,-8.1,59.7,1.9,120.0
7239,418.7,-8.2,59.9,2.0,116.9
7243,418.5,-8.2,60.0,2.0,114.1
7247,418.3,-8.2,59.7,2.1,111.6
7250,418.1,-8.2,58.9,2.2,109.5
7254,417.9,-8.2,58.0,2.3,107.6
7258,417.6,-8.1,57.4,2.3,106.0
7263,417.4,-8.2,57.4,2.4,104.7
7267,417.2,-8.2,57.3,2.4,103.6
7272,416.9,-8.2,57.2,2.5,102.7
7277,416.6,-8.3,57.4,2.6,102.0
7283,416.3,-8.3,57.2,2.6,101.6
7288,416.0,-8.3,56.7,2.6,101.2
7294,415.8,-8.3,56.1,2.7,101.1
7299,415.5,-8.3,55.3,2.7,101.1
7304,415.2,-8.4,53.9,2.7,101.2
7309,414.9,-8.4,51.8,2.7,101.4
7314,414.7,-8.4,49.5,2.8,101.6
7319,414.4,-8.4,47.4,2.8,102.0
7324,414.1,-8.4,45.7,2.8,102.4
7329,413.9,-8.4,44.6,2.8,102.9
7333,413.6,-8.5,44.5,2.8,103.4
7338,413.4,-8.5,45.0,2.8,104.0
7343,413.1,-8.5,45.4,2.8,104.5
7349,412.8,-8.5,45.6,2.9,105.1
7354,412.5,-8.6,45.7,2.9,105.7
7360,412.2,-8.6,45.9,2.9,106.0
7365,411.9,-8.6,46.0,2.9,106.3
7371,411.6,-8.6,46.2,2.9,106.6
7376,411.4,-8.7,46.3,2.9,106.9
7382,411.1,-8.7,46.5,3.0,107.1
7387,410.8,-8.7,46.6,3.0,107.2
7393,410.5,-8.7,46.8,3.0,107.4
7398,410.2,-8.8,46.9,3.0,107.5
7404,409.9,-8.8,46.9,3.0,107.7
7409,409.6,-8.8,46.9,3.1,107.8
7414,409.3,-8.9,46.8,3.1,108.0
7420,409.1,-8.9,46.9,3.1,108.1
7425,408.8,-9.0,47.3,3.1,108.3
7430,408.5,-9.0,47.8,3.2,108.5
7435,408.2,-9.1,48.1,3.2,108.7
7440,408.0,-9.1,48.2,3.2,108.9
7445,407.7,-9.2,48.2,3.2,109.1
7450,407.5,-9.2,48.7,3.2,109.2
7455,407.2,-9.2,49.7,3.3,109.2
7459,407.0,-9.3,51.6,3.3,109.0
7464,406.7,-9.3,53.6,3.3,108.6
7468,406.5,-9.3,55.3,3.3,108.1
7473,406.3,-9.4,56.4,3.4,107.5
7477,406.0,-9.4,57.1,3.4,106.7
7482,405.8,-9.4,57.5,3.4,105.9
7487,405.5,-9.5,57.8,3.4,104.9
7491,405.3,-9.5,58.0,3.5,104.0
7496,405.0,-9.6,58.0,3.5,103.0
7501,404.8,-9.6,58.1,3.5,102.0
7506,404.5,-9.7,58.5,3.5,101.0
7510,404.3,-9.7,58.9,3.6,100.0
7515,404.0,-9.7,58.8,3.6,99.0
7520,403.8,-9.8,58.1,3.6,98.0
7525,403.5,-9.8,56.9,3.6,97.0
7529,403.3,-9.8,55.3,3.6,96.1
7534,403.0,-9.8,53.7,3.6,95.1
7539,402.8,-9.8,52.5,3.6,94.3
7543,402.6,-9.8,51.5,3.6,93.5
7548,402.3,-9.8,50.4,3.5,92.7
7552,402.1,-9.8,49.3,3.5,92.0
7556,401.9,-9.9,48.4,3.5,91.4
7560,401.7,-9.9,47.4,3.4,90.8
7564,401.5,-9.9,46.1,3.4,90.2
7569,401.2,-9.9,44.2,3.4,89.7
7573,401.0,-9.9,42.1,3.3,89.3
7577,400.8,-9.9,40.6,3.3,89.0
7582,400.6,-9.9,39.6,3.2,88.7
7586,400.3,-9.9,38.8,3.2,88.4
7590,400.1,-10.0,38.0,3.2,88.0
7595,399.9,-10.0,37.1,3.1,87.6
7599,399.7,-10.0,35.9,3.0,87.2
7604,399.4,-10.0,35.1,3.0,86.9
7608,399.2,-10.0,35.4,2.9,86.5
7612,399.0,-10.1,36.4,2.9,86.0
7617,398.7,-10.1,37.7,2.9,85.6
7622,398.5,-10.1,39.4,2.8,85.1
7626,398.3,-10.2,41.4,2.8,84.6
7631,398.0,-10.2,43.2,2.7,84.0
7635,397.8,-10.2,44.4,2.7,83.4
7640,397.6,-10.2,45.2,2.7,82.7
7644,397.3,-10.2,45.6,2.7,82.0
7649,397.1,-10.2,45.8,2.6,81.3
7653,396.9,-10.2,46.1,2.6,80.5
7657,396.7,-10.3,46.4,2.6,79.7
7662,396.4,-10.3,47.1,2.6,78.8
7666,396.2,-10.3,48.3,2.6,78.0
7670,396.0,-10.4,49.7,2.6,77.1
7674,395.8,-10.4,51.1,2.6,76.2
7678,395.6,-10.4,52.3,2.6,75.4
7682,395.4,-10.4,52.7,2.6,74.6
7686,395.2,-10.4,52.1,2.6,73.8
7690,395.0,-10.4,50.8,2.6,73.1
7694,394.7,-10.4,49.9,2.6,72.3
7699,394.5,-10.4,49.8,2.7,71.7
7703,394.3,-10.4,49.9,2.7,71.1
7708,394.1,-10.5,49.8,2.7,70.5
7712,393.8,-10.5,49.5,2.7,70.1
7717,393.6,-10.5,49.2,2.7,69.7
7722,393.3,-10.6,49.1,2.8,69.4
7727,393.1,-10.6,49.3,2.8,69.2
7732,392.8,-10.6,49.5,2.8,69.1
7737,392.6,-10.6,49.5,2.8,69.0
7742,392.3,-10.7,49.2,2.9,69.1
7747,392.0,-10.7,48.3,2.9,69.2
7753,391.8,-10.7,47.0,2.9,69.4
7758,391.5,-10.7,45.2,2.9,69.7
7763,391.2,-10.7,44.0,3.0,70.1
7769,391.0,-10.8,43.4,3.0,70.6
7774,390.7,-10.8,43.1,3.0,71.2
7779,390.4,-10.9,42.9,3.0,71.8
7784,390.2,-10.9,42.6,3.1,72.5
7789,389.9,-11.0,42.0,3.1,73.3
7794,389.7,-11.0,41.4,3.1,74.2
7799,389.4,-11.1,41.3,3.2,75.1
7803,389.2,-11.1,41.7,3.2,76.1
7808,389.0,-11.1,42.2,3.2,77.1
7812,388.8,-11.2,42.5,3.2,78.2
7817,388.5,-11.2,42.5,3.3,79.2
7822,388.3,-11.3,42.4,3.3,80.3
7827,388.0,-11.3,42.1,3.3,81.5
7832,387.7,-11.4,41.8,3.4,82.6
7837,387.5,-11.4,41.7,3.4,83.7
7842,387.2,-11.5,41.6,3.4,84.8
7847,387.0,-11.5,41.7,3.4,85.8
7852,386.7,-11.6,41.8,3.5,86.9
7857,386.5,-11.6,42.1,3.5,87.9
7862,386.2,-11.7,42.2,3.5,88.9
7867,386.0,-11.7,42.1,3.5,89.8
7871,385.8,-11.8,42.2,3.5,90.8
7876,385.5,-11.8,42.4,3.5,91.6
7880,385.3,-11.8,42.5,3.5,92.4
7885,385.1,-11.9,42.6,3.5,93.2
7890,384.8,-11.9,42.6,3.5,93.8
7895,384.6,-12.0,42.7,3.5,94.2
7900,384.3,-12.0,42.7,3.5,94.6
7905,384.1,-12.1,42.7,3.4,95.1
7910,383.8,-12.1,42.7,3.4,95.6
7915,383.5,-12.2,42.7,3.4,96.1
7921,383.3,-12.2,42.5,3.3,96.6
7926,383.0,-12.3,42.3,3.2,97.0
7931,382.8,-12.3,42.2,3.2,97.4
7936,382.5,-12.4,42.3,3.1,97.7
7941,382.3,-12.4,42.6,3.0,98.0
7945,382.0,-12.5,42.8,3.0,98.3
7950,381.8,-12.5,42.9,2.9,98.5
7954,381.6,-12.5,43.0,2.8,98.7
7959,381.4,-12.6,43.4,2.7,98.8
7963,381.2,-12.6,43.7,2.7,99.0
7968,380.9,-12.6,43.8,2.6,99.2
7972,380.7,-12.7,44.0,2.5,99.3
7977,380.5,-12.7,44.3,2.5,99.5
7982,380.2,-12.8,44.3,2.4,99.7
7987,380.0,-12.8,43.9,2.3,99.9
7992,379.7,-12.8,43.3,2.3,100.2
7998,379.4,-12.8,42.8,2.2,100.5
8003,379.2,-12.9,42.3,2.2,100.8
8008,378.9,-12.9,41.9,2.1,101.2
8013,378.7,-12.9,41.5,2.1,101.7
8018,378.4,-13.0,41.1,2.1,102.3
8023,378.2,-13.0,40.5,2.0,103.0
8027,378.0,-13.0,40.1,2.0,103.8
8032,377.7,-13.0,40.1,2.0,104.7
8038,377.5,-13.1,40.3,2.0,105.7
8043,377.2,-13.1,40.3,2.0,106.7
8048,376.9,-13.1,39.9,2.0,107.9
8053,376.7,-13.2,39.4,2.0,109.1
8058,376.4,-13.2,39.0,2.0,110.3
8064,376.2,-13.2,39.1,2.0,111.6
8069,375.9,-13.2,39.6,2.0,112.9
8075,375.6,-13.3,39.8,2.0,114.3
8080,375.3,-13.3,39.5,2.0,115.6
8086,375.1,-13.3,38.8,2.0,117.0
8092,374.8,-13.4,37.7,2.0,118.4
8098,374.5,-13.4,36.3,2.0,119.8
8103,374.2,-13.4,35.1,2.0,121.0
8109,373.9,-13.4,35.1,2.0,122.3
8114,373.7,-13.4,36.6,2.0,123.4
8120,373.4,-13.4,38.7,2.0,124.5
8125,373.2,-13.4,40.8,2.0,125.5
8130,372.9,-13.4,42.3,2.0,126.4
8135,372.7,-13.5,43.0,2.0,127.2
8140,372.4,-13.5,43.0,2.0,127.9
8146,372.1,-13.5,42.7,2.0,128.6
8151,371.9,-13.5,42.4,2.0,129.2
8157,371.6,-13.5,42.0,2.0,129.7
8163,371.3,-13.6,41.6,2.0,130.1
8169,371.0,-13.6,41.3,2.0,130.4
8175,370.7,-13.7,41.2,2.0,130.6
8181,370.4,-13.7,41.2,2.0,130.8
8186,370.1,-13.8,41.2,2.0,131.1
8192,369.9,-13.8,41.2,2.0,131.3
8198,369.6,-13.9,41.2,2.0,131.6
8203,369.3,-13.9,41.3,2.0,131.8
8208,369.1,-14.0,41.4,2.0,132.1
8214,368.8,-14.0,41.5,2.0,132.4
8219,368.6,-14.1,41.7,2.1,132.8
8225,368.3,-14.1,41.8,2.1,133.2
8230,368.0,-14.2,42.0,2.1,133.7
8235,367.8,-14.2,42.1,2.2,134.3
8240,367.5,-14.3,42.1,2.2,134.9
8246,367.3,-14.3,42.1,2.3,135.6
8251,367.0,-14.4,42.0,2.4,136.2
8256,366.8,-14.4,41.8,2.4,137.0
8262,366.5,-14.4,41.7,2.5,137.7
8267,366.2,-14.5,41.6,2.6,138.5
8273,365.9,-14.5,41.4,2.7,139.2
8279,365.7,-14.6,41.0,2.8,140.0
8285,365.4,-14.6,40.6,2.9,140.7
8290,365.1,-14.7,40.3,3.0,141.4
8296,364.8,-14.7,40.3,3.1,142.0
8302,364.5,-14.8,40.6,3.2,142.6
8308,364.3,-14.8,41.3,3.3,143.2
8314,364.0,-14.9,42.2,3.5,143.6
8319,363.7,-14.9,43.4,3.6,144.1
8325,363.4,-14.9,45.5,3.7,144.4
8331,363.2,-14.9,48.6,3.8,144.8
8336,362.9,-15.0,52.3,3.9,145.0
8342,362.6,-15.0,54.9,4.0,145.2
8348,362.3,-15.0,55.6,4.1,145.4
8354,362.1,-15.0,55.4,4.2,145.5
8360,361.8,-15.0,55.1,4.3,145.6
8366,361.5,-15.0,54.9,4.4,145.6
8372,361.2,-15.1,54.6,4.5,145.5
8377,360.9,-15.1,54.2,4.6,145.4
8383,360.7,-15.1,53.8,4.7,145.2
8389,360.4,-15.1,53.3,4.7,145.0
8394,360.1,-15.1,53.1,4.8,144.8
8400,359.9,-15.2,53.4,4.9,144.6
8405,359.6,-15.2,54.2,4.9,144.3
8410,359.4,-15.2,55.2,5.0,144.0
8415,359.2,-15.3,56.0,5.0,143.7
8419,358.9,-15.3,56.7,5.1,143.3
8424,358.7,-15.3,57.4,5.1,143.0
8429,358.5,-15.4,58.3,5.2,142.6
8435,358.2,-15.4,59.3,5.2,142.3
8440,358.0,-15.5,59.9,5.2,141.9
8445,357.7,-15.5,60.5,5.3,141.6
8450,357.5,-15.5,61.7,5.3,141.3
8456,357.2,-15.6,63.2,5.3,141.0
8461,357.0,-15.6,63.8,5.4,140.8
8466,356.7,-15.7,63.5,5.4,140.6
8471,356.5,-15.7,63.3,5.4,140.5
8477,356.2,-15.8,63.4,5.4,140.4
8482,356.0,-15.8,63.6,5.5,140.4
8487,355.7,-15.9,63.8,5.5,140.4
8492,355.5,-15.9,64.1,5.5,140.5
8498,355.2,-16.0,64.4,5.5,140.6
8503,355.0,-16.0,64.7,5.5,140.8
8508,354.7,-16.1,64.7,5.5,141.0
8514,354.5,-16.1,64.7,5.5,141.3
8519,354.2,-16.2,64.5,5.5,141.7
8524,354.0,-16.2,64.3,5.5,142.1
8530,353.7,-16.2,64.4,5.4,142.5
8535,353.5,-16.3,64.7,5.4,142.9
8540,353.2,-16.4,64.9,5.4,143.4
8546,353.0,-16.4,64.6,5.4,143.9
8551,352.7,-16.4,64.2,5.4,144.4
8556,352.5,-16.4,64.1,5.4,144.9
8562,352.2,-16.5,64.3,5.3,145.4
8567,352.0,-16.5,64.5,5.3,145.9
8572,351.7,-16.6,64.5,5.3,146.3
8577,351.5,-16.6,64.3,5.3,146.7
8582,351.3,-16.7,64.1,5.3,147.1
8587,351.0,-16.7,64.2,5.3,147.4
8592,350.8,-16.7,64.5,5.3,147.7
8598,350.5,-16.8,64.9,5.2,147.9
8603,350.3,-16.8,65.4,5.2,148.0
8609,350.0,-16.9,65.7,5.2,148.0
8614,349.8,-16.9,65.8,5.2,148.0
8620,349.5,-17.0,65.9,5.2,147.8
8625,349.3,-17.0,66.0,5.2,147.6
8631,349.0,-17.1,66.3,5.2,147.3
8636,348.7,-17.1,66.5,5.2,147.0
8642,348.5,-17.2,66.8,5.2,146.5
8648,348.2,-17.2,67.0,5.2,145.9
8654,347.9,-17.3,67.2,5.2,145.3
8659,347.7,-17.3,67.4,5.1,144.5
8666,347.4,-17.3,67.5,5.1,143.7
8672,347.1,-17.4,67.5,5.1,142.8
8678,346.8,-17.4,67.4,5.1,141.8
8684,346.5,-17.4,67.2,5.0,140.8
8689,346.3,-17.5,66.9,5.0,139.7
8695,346.0,-17.5,66.8,5.0,138.5
8700,345.8,-17.6,66.7,4.9,137.2
8705,345.5,-17.6,66.6,4.9,135.9
8710,345.3,-17.7,66.5,4.8,134.5
8715,345.1,-17.7,66.6,4.8,133.0
8720,344.9,-17.7,66.8,4.8,131.6
8725,344.6,-17.8,67.0,4.7,130.1
8730,344.4,-17.8,67.4,4.7,128.6
8735,344.2,-17.9,67.9,4.7,127.1
8740,343.9,-17.9,68.4,4.6,125.7
8746,343.7,-18.0,68.5,4.6,124.3
8752,343.4,-18.0,68.1,4.6,123.0
8757,343.1,-18.1,67.3,4.6,121.8
8763,342.9,-18.1,66.2,4.6,120.7
8769,342.6,-18.1,65.1,4.5,119.7
8775,342.3,-18.2,64.3,4.5,118.9
8781,342.1,-18.2,63.9,4.5,118.2
8787,341.8,-18.3,63.4,4.5,117.7
8793,341.5,-18.3,62.7,4.5,117.3
8799,341.3,-18.3,62.1,4.5,117.1
8805,341.0,-18.3,61.7,4.5,117.1
8811,340.7,-18.3,61.6,4.5,117.2
8817,340.4,-18.4,61.3,4.5,117.5
8823,340.2,-18.4,60.7,4.5,118.0
8829,339.9,-18.4,59.6,4.5,118.6
8835,339.6,-18.4,58.3,4.5,119.4
8841,339.3,-18.4,57.2,4.5,120.3
8846,339.1,-18.4,55.9,4.5,121.3
8852,338.8,-18.4,54.8,4.5,122.4
8858,338.6,-18.4,53.8,4.6,123.6
8864,338.3,-18.4,53.5,4.6,124.8
8869,338.0,-18.4,53.9,4.6,125.9
8875,337.8,-18.4,54.4,4.6,126.9
8880,337.5,-18.5,54.5,4.6,128.0
8886,337.3,-18.5,54.4,4.6,129.2
8891,337.0,-18.5,54.1,4.6,130.4
8897,336.8,-18.6,53.5,4.6,131.6
8902,336.6,-18.6,52.5,4.6,132.8
8907,336.3,-18.6,51.3,4.6,134.0
8912,336.1,-18.6,50.2,4.6,135.1
8918,335.9,-18.6,49.4,4.6,136.4
8923,335.6,-18.6,48.6,4.6,137.6
8928,335.4,-18.6,47.8,4.6,138.8
8933,335.2,-18.6,46.9,4.6,140.0
8938,334.9,-18.6,46.0,4.6,141.2
8943,334.7,-18.7,45.1,4.6,142.4
8949,334.5,-18.7,44.3,4.6,143.7
8954,334.2,-18.7,43.4,4.6,144.9
8959,334.0,-18.7,42.6,4.7,146.1
8964,333.8,-18.7,41.8,4.7,147.3
8969,333.6,-18.7,41.3,4.7,148.5
8974,333.3,-18.7,41.1,4.7,149.7
8979,333.1,-18.8,41.4,4.8,150.9
8984,332.9,-18.8,41.7,4.8,152.0
8988,332.7,-18.9,41.9,4.8,153.1
8993,332.5,-18.9,42.0,4.8,154.3
8998,332.2,-19.0,42.0,4.9,155.3
